id,roads,slope,urban,herbaceous_crop,tree_crop,ag_forestry,forest,scler_trans,soil,prov,dema,warrens
18468,8.15801324193282,3.20968336265692,0.19,0.62,0.19,0,0,0,1512.5061270695,Ciudad Real,0,0
18470,0.241027261758644,1.64388226633393,0,0.42,0.58,0,0,0,2303.20454852107,Ciudad Real,0,0
18465,1.31376557805842,2.12291264471908,0,1,0,0,0,0,1334,Ciudad Real,0,0
18467,8.30340389727023,1.18202095251413,0.28,0.72,0,0,0,0,1427,Ciudad Real,0,0
18466,8.39079905997537,2.81015378753641,0,1,0,0,0,0,1343.69766141684,Ciudad Real,0,0
16460,0.0725851216520621,12.7251775287887,0,0.06,0.94,0,0,0,1948.77771066809,Ciudad Real,0,0
16459,5.8727809791215,3.32024724905036,0,0.14,0.86,0,0,0,1912.34731339185,Ciudad Real,0,0
16458,1.23057016883209,2.33646614196522,0,0.36,0.61,0,0,0.03,631.024917826732,Ciudad Real,0,0
17321,5.11899260522663,6.16491266868433,0.37,0.06,0.48,0.09,0,0,1174,Ciudad Real,0,0
17322,4.08785608407809,3.78591426685926,0.9,0.1,0,0,0,0,1207.68070008242,Ciudad Real,0,0
15308,3.11418426385312,4.44842485196589,0,0.97,0,0.03,0,0,764.724229864737,Ciudad Real,0,0
15305,5.69507452213185,2.70193306012436,0.5,0.5,0,0,0,0,794.569463397884,Ciudad Real,0,0
15304,0,1.6268278577111,0.86,0.1,0,0.04,0,0,665.224978189275,Ciudad Real,0,0
15307,4.55463783037404,4.55686897315267,0,0.76,0,0.2,0,0.04,781.41136735913,Ciudad Real,0,0
15306,4.14339486447089,3.09638295962074,0,1,0,0,0,0,793.197423173268,Ciudad Real,0,3
15303,4.23800282867691,2.71988560816647,0.34,0.6,0,0.06,0,0,650.167680660245,Ciudad Real,0,0
15302,0.671615886336151,2.75530571578732,0,1,0,0,0,0,1510.16150263978,Ciudad Real,0,0
17037,0.928321760078811,1.61279770722437,0,0.24,0.46,0.3,0,0,353.132178095798,Ciudad Real,0,0
17036,6.21449684501066,4.95490723247869,0,0.22,0.67,0.11,0,0,496.669134892973,Ciudad Real,0,0
17033,7.32375762527493,4.54515371966119,0,0.26,0.39,0.29,0,0.06,491.141772710002,Ciudad Real,0,0
17032,1.9383373718162,3.45227888083069,0.32,0.08,0.4,0.2,0,0,1100.69014592126,Ciudad Real,0,0
17035,6.7913237184218,6.74141440981925,0,0.09,0.66,0.25,0,0,513.378729329561,Ciudad Real,0,0
17034,5.96414087091741,1.33204025007573,0,0.42,0.58,0,0,0,493.460519103635,Ciudad Real,0,0
15020,1.17207940438796,4.9374360295,0,0.8,0,0,0.2,0,677.540176140673,Ciudad Real,0,0
15019,4.31767384894646,3.66848249405788,0,0.96,0.04,0,0,0,679,Ciudad Real,0,0
15018,6.37580825343182,4.15181296566453,0,0.81,0.19,0,0,0,819.629092323358,Ciudad Real,0,0
15013,5.86231819801274,3.42979837871224,0.19,0.66,0.15,0,0,0,575,Ciudad Real,0,0
15015,0.378782634478312,2.15865153743895,0.01,0.92,0.07,0,0,0,808,Ciudad Real,0,0
15014,6.66081745672433,2.76333844278724,0.05,0.84,0.11,0,0,0,599.295754926089,Ciudad Real,0,1
17900,5.20940980459998,2.51486442067754,0.75,0,0.11,0.14,0,0,1495.31356931854,Ciudad Real,0,0
17897,4.03871729960625,1.62248942721513,0,0,1,0,0,0,2431,Ciudad Real,0,0
17896,4.28390197956802,1.63136030819681,0,0,0.97,0.03,0,0,1878.33774085946,Ciudad Real,0,0
17899,9.95386776783699,3.9122573321435,0,0,0.37,0.63,0,0,1434,Ciudad Real,0,0
17898,4.58424732663138,3.7584492673143,0,0,0.71,0.29,0,0,2327.03788257958,Ciudad Real,0,0
17895,7.66599395412056,2.52284661840721,0,0,0.71,0.29,0,0,1814,Ciudad Real,0,0
17894,0.438033691163453,2.63662077748979,0,0.04,0.88,0.08,0,0,2171.3941667769,Ciudad Real,0,0
17611,5.05659179038931,4.38324049266432,0.79,0.09,0.12,0,0,0,1357.69481014636,Ciudad Real,0,0
17610,5.5628454126234,5.97460287888708,0.15,0,0.32,0.53,0,0,2225.97230479242,Ciudad Real,0,0
15593,0.125837944989922,2.26826366335515,0.07,0.4,0,0.53,0,0,922,Ciudad Real,0,0
15592,8.04118531934475,2.81845027241097,0.13,0.79,0,0.08,0,0,2436.67301978,Ciudad Real,0,0
28589,0.0336654851768973,1.95058011793428,0,0.48,0.52,0,0,0,2861.07464814784,Ciudad Real,1,0
28591,0.2347313727962,6.06544566175402,0,0.49,0.51,0,0,0,2766.55943583686,Ciudad Real,1,5
28590,3.22337064325641,3.89169524369563,0,0,1,0,0,0,2851.21878444541,Ciudad Real,1,13
24508,0.480769949960081,4.85499018004135,0,0.54,0.46,0,0,0,1287.76475147921,Ciudad Real,1,3
32656,1.12306163049037,1.72395160633861,0,1,0,0,0,0,3038.07006386431,Ciudad Real,1,4
24507,2.35293737115963,4.16874973988481,0,0.99,0.01,0,0,0,1170.27538750569,Ciudad Real,1,32
30624,1.36853260854041,3.34831984484281,0,0.2,0.8,0,0,0,2917.66856956276,Ciudad Real,1,5
26549,1.44532856093207,1.96083438596498,0,0.31,0.4,0.29,0,0,3168,Ciudad Real,1,3
26548,2.12836592653137,2.52276879146274,0,0.82,0.18,0,0,0,3317.58539788071,Ciudad Real,1,7
22474,1.62610378363828,6.45794861952597,0,0.82,0.01,0.17,0,0,5172.1774552031,Ciudad Real,1,43
26547,2.0657005530414,4.00811512951267,0.01,0.99,0,0,0,0,3335,Ciudad Real,1,27
26546,1.00937080279724,6.89750923367501,0.06,0.7,0.17,0,0,0.07,2415.09475801668,Ciudad Real,1,12
22511,2.15755365878179,2.844784899893,0.25,0.75,0,0,0,0,686,Ciudad Real,1,0
18421,0.258403563893446,1.68666088329007,0,0,0.87,0.13,0,0,1580,Ciudad Real,1,0
18420,3.87939689221603,4.93394139163,0.24,0,0.47,0.29,0,0,855.362287480674,Ciudad Real,1,0
18419,6.14416752069876,5.60933502681742,0.33,0,0.1,0.35,0.05,0.17,771,Ciudad Real,1,0
16128,0.422334285240411,2.59958406554754,0,0.74,0.26,0,0,0,2439.52545878121,Ciudad Real,1,0
12069,0.868317288725875,5.91116641871519,0,0.37,0.4,0,0,0.23,1515,Ciudad Real,1,0
12068,1.13270800610978,3.7507235655458,0,1,0,0,0,0,1798.94406113692,Ciudad Real,1,0
10040,3.91377134587452,6.04429210832312,0.54,0.4,0,0.06,0,0,2288.01010432076,Ciudad Real,1,54
26255,4.2031476987373,2.71557379783737,0.15,0,0.21,0.11,0,0.53,2103.53783029293,Ciudad Real,1,8
26254,2.92900108521909,3.09554953861766,0.09,0.31,0.36,0.12,0,0.12,3793.43733032766,Ciudad Real,1,5
28300,0.00897269715268243,1.64932858943939,0,0,1,0,0,0,2827.88235246425,Ciudad Real,1,0
28299,2.43279609102761,2.0703574404515,0,0.34,0.66,0,0,0,2821,Ciudad Real,1,10
28298,1.37905880273763,2.96685058921148,0,0.87,0.13,0,0,0,2686.64173482021,Ciudad Real,1,15
24217,0.311328878117808,11.1926289523391,0,0.21,0.67,0.12,0,0,1211,Ciudad Real,1,7
24216,3.70743722689722,6.75933435787609,0,0.48,0.06,0.46,0,0,402.164877540343,Ciudad Real,1,41
24215,0.594666111247436,3.37605936516653,0,0.25,0.23,0.52,0,0,308,Ciudad Real,1,11
22184,2.00150927176861,3.05465336418964,0,0.32,0.44,0.24,0,0,3164.23469019471,Ciudad Real,1,6
26256,1.05963183146709,6.25695326037926,0.06,0.62,0.04,0,0,0.28,2207.20159778659,Ciudad Real,1,20
22183,0,5.18337310624442,0,0.39,0.44,0.17,0,0,2961.08947368316,Ciudad Real,1,3
24249,0.947368288572561,2.80316267394108,0,0.68,0.21,0.11,0,0,2898,Ciudad Real,1,0
22221,2.13152842742933,4.16885913888373,0,0.41,0,0.54,0,0.05,2049.08015783845,Ciudad Real,1,8
20195,2.54638776890171,8.90978244197627,0,0.97,0,0.03,0,0,710,Ciudad Real,1,14
20194,0.416677539297644,12.6950171518757,0,0.71,0,0.29,0,0,700.147046077976,Ciudad Real,1,3
18161,0.562129924913861,4.04648160018877,0,0.26,0.74,0,0,0,2331.24385639086,Ciudad Real,1,0
18162,2.40353753978794,2.29134895087038,0,0.72,0.27,0.01,0,0,2382.73472961311,Ciudad Real,1,2
16127,0.64591246235461,1.65137332835688,0,0.74,0.26,0,0,0,2239,Ciudad Real,1,0
11779,1.80114208904325,3.95624445446466,0,0.72,0.17,0,0,0.11,1569.83645736267,Ciudad Real,1,12
11778,0.245916739539195,2.06788919220552,0,0.9,0.1,0,0,0,2012.36230880304,Ciudad Real,1,0
9749,0.602479829252104,3.53539020030397,0,1,0,0,0,0,2324,Ciudad Real,1,13
9750,1.66612030978041,3.61709503740873,0,0.51,0,0.49,0,0,2274.15547680949,Ciudad Real,1,42
30333,2.27105175666814,2.39668180147217,0,0,0.83,0.17,0,0,3318.48856131276,Ciudad Real,1,23
30332,0.722715276910395,4.68274461941416,0,0,0.8,0.2,0,0,3556.87530969798,Ciudad Real,1,16
30334,0.794514655593165,2.6718166420328,0,0.28,0.49,0.23,0,0,3212.86500219739,Ciudad Real,1,0
33236,2.00595388163828,4.06902489532702,0,1,0,0,0,0,3528.66434946471,Ciudad Real,1,19
27133,3.09015856787837,2.34222433985948,0,0.95,0.05,0,0,0,2451,Ciudad Real,1,14
27132,4.22413551419563,5.27815169254916,0,0.49,0.51,0,0,0,2906.92212866055,Ciudad Real,1,24
27134,0.289871207444971,4.61022544516107,0,1,0,0,0,0,2403.86609037223,Ciudad Real,1,2
27131,1.34383703481569,7.57871365083227,0,0.86,0.14,0,0,0,2960,Ciudad Real,1,25
18713,5.09769027693809,2.18531984008863,0,0.36,0.59,0.05,0,0,3059.57118169021,Ciudad Real,1,0
18712,4.18529745616758,1.54466753223772,0,0.04,0.48,0.48,0,0,1634.75063392541,Ciudad Real,1,0
18714,3.74406100090359,4.81081283217683,0,0.23,0.77,0,0,0,3065.92990205787,Ciudad Real,1,0
29171,1.0190614435219,2.90381740928765,0,0,0.98,0.02,0,0,2447.32474656646,Ciudad Real,1,8
18711,5.12272469298729,3.06989412779096,0,0,0.82,0.18,0,0,1468.87338671875,Ciudad Real,1,1
18710,4.40462505074954,5.74165781600399,0,0.01,0.77,0.06,0.01,0.15,796.04219008769,Ciudad Real,1,2
22801,2.49754917267652,4.05999299172898,0.12,0.88,0,0,0,0,720.659283042251,Ciudad Real,1,0
22800,1.76987280845369,5.68128376072511,0.09,0.91,0,0,0,0,2343.62603887325,Ciudad Real,1,2
20775,1.42935261557949,3.82653383827618,0,0.42,0,0.58,0,0,765,Ciudad Real,1,10
20774,0.914062539926658,4.44216442281525,0,0.79,0,0.21,0,0,601.082675660877,Ciudad Real,1,2
18751,0.558367839479264,2.22422405770596,0,0.51,0.49,0,0,0,2064.65259852431,Ciudad Real,1,0
18744,1.38386166029003,2.32720064121688,0,0.44,0.45,0.11,0,0,1944.89945792591,Ciudad Real,1,1
18743,4.59770090710823,3.97120519821056,0,0.33,0.51,0.16,0,0,1841.10069222097,Ciudad Real,1,9
16709,0.270696353996806,1.65490770088765,0.05,0.95,0,0,0,0,3929,Ciudad Real,1,0
16708,0.834970935723374,2.37690799570711,0,0.53,0.47,0,0,0,2460.91067443703,Ciudad Real,1,0
32946,2.0059418518018,2.68103279977229,0,1,0,0,0,0,3474.57499799667,Ciudad Real,1,6
12649,0,1.28855076432228,0,0.98,0,0.02,0,0,1916,Ciudad Real,1,0
12648,2.20086091084176,3.87300317897371,0,0.43,0.15,0.42,0,0,1677.73779097028,Ciudad Real,1,0
10620,2.02952259632129,4.55577781003706,0,0.88,0,0.12,0,0,2280.96810654801,Ciudad Real,1,74
10619,0,6.47195829215803,0,0.74,0,0.26,0,0,2359.76400777642,Ciudad Real,1,1
24798,2.18120644808684,4.94866439385779,0,0.02,0.69,0.29,0,0,1451.48601491525,Ciudad Real,1,30
26841,1.61894473786803,7.07498740357951,0,0.34,0.66,0,0,0,2480.57141521836,Ciudad Real,1,28
26840,5.84714575540162,3.25658592471775,0,0.8,0.17,0.03,0,0,3037.13623362866,Ciudad Real,1,14
26842,0.418463151039219,1.64046643499184,0,0.42,0.58,0,0,0,2423.49074013627,Ciudad Real,1,2
26839,0.657751304346992,2.27887476472822,0,0.49,0.42,0.09,0,0,3101.93091235033,Ciudad Real,1,3
28881,0.483211739902376,3.99634249197185,0,0.08,0.92,0,0,0,2331,Ciudad Real,1,16
28880,0,1.17855566740036,0,0.41,0.59,0,0,0,2935.61230434279,Ciudad Real,1,0
20485,3.64962464570851,6.69337176304884,0,0.95,0,0.05,0,0,721.914146130278,Ciudad Real,1,4
18453,2.74881290525402,4.2286605295392,0,0.24,0.05,0.71,0,0,1686,Ciudad Real,1,4
18452,0.260945753417324,4.93480744823847,0,0.73,0,0.27,0,0,2358.68791241378,Ciudad Real,1,0
16418,1.0970292675957,1.82596401224236,0,0.94,0.06,0,0,0,2444.15795409838,Ciudad Real,1,0
17289,1.78721637161707,3.25322069577559,0,0.69,0.31,0,0,0,2052,Ciudad Real,1,4
17290,0.42486220800028,3.46359373913191,0,0.58,0.42,0,0,0,2242.3059724322,Ciudad Real,1,0
12359,1.71556850731976,4.0517414772247,0,0.79,0.16,0.04,0,0.01,1601.86540505631,Ciudad Real,1,0
12358,0.297915457497353,3.88984117124762,0,0.75,0,0.25,0,0,1772.68812160231,Ciudad Real,1,0
10330,3.42428433193598,6.15008591479165,0.23,0.55,0,0.22,0,0,2338.11301466479,Ciudad Real,1,41
15256,0.0444539709062851,6.2883458730782,0.13,0.28,0.01,0.58,0,0,3135.573957637,Ciudad Real,1,0
13228,3.15396887539861,5.41480748889999,0,0.53,0,0.47,0,0,1205.19995935826,Ciudad Real,1,0
13227,0.435057655899989,12.0471943078715,0,0.09,0,0.91,0,0,1115,Ciudad Real,1,0
11199,2.08265420259859,6.69718353567883,0,1,0,0,0,0,1998.62352190438,Ciudad Real,1,24
29461,6.69114019275129,3.6483528372411,0,0.2,0.51,0.29,0,0,2868,Ciudad Real,1,18
25379,1.7161589304976,6.55058860802446,0,0.57,0.27,0.16,0,0,3481,Ciudad Real,1,24
25378,0.874113771454404,3.69954059408789,0,1,0,0,0,0,1209.45376827089,Ciudad Real,1,9
27425,1.50416127045536,2.02921246940118,0,0.4,0.6,0,0,0,2031.92622169573,Ciudad Real,1,11
27424,1.94494019472929,6.25483560685812,0,0.98,0.02,0,0,0,2232.28356405165,Ciudad Real,1,26
23344,2.07111395850761,3.78723216471144,0,0.96,0,0.04,0,0,2314.48514380925,Ciudad Real,1,35
21313,1.87516103325469,4.47028712275593,0,0.23,0.62,0.15,0,0,2446,Ciudad Real,1,14
23380,2.108034706621,3.1563331932658,0,0.67,0.27,0,0,0.06,2502.22405775963,Ciudad Real,1,0
21353,2.23713524304932,3.25068158768446,0,0.47,0,0.53,0,0,1455,Ciudad Real,1,2
19297,1.4103704538089,1.45776377189626,0,0.45,0.55,0,0,0,2253.61022528735,Ciudad Real,1,0
21354,0.450931867231748,2.11386429177834,0,0.92,0,0.08,0,0,1413.28923352818,Ciudad Real,1,2
19299,2.34411348958847,4.57122538107713,0.22,0.72,0.06,0,0,0,3149.49059673802,Ciudad Real,1,0
19298,8.45258106335816,2.50492883299584,0,1,0,0,0,0,2347.03178346282,Ciudad Real,1,2
19325,11.2514854581147,2.21615633995048,0.38,0.18,0.01,0.43,0,0,2180.97459110508,Ciudad Real,1,0
19326,1.34146134413978,1.16320101079103,0.94,0,0,0.06,0,0,2278.14742264541,Ciudad Real,1,0
19323,5.07353382418005,4.61846540800005,0.16,0.47,0,0.37,0,0,2485.18246345923,Ciudad Real,1,2
12938,3.72847095705945,4.19656353044382,0,0.47,0.13,0.4,0,0,1575.37575854702,Ciudad Real,1,0
10909,1.91190668382332,3.32281632355271,0,1,0,0,0,0,2113,Ciudad Real,1,44
33526,2.0059567166067,2.21430346143375,0,0.22,0.78,0,0,0,3724.27299965848,Ciudad Real,1,3
10910,0.127315558940401,4.73853249938765,0,1,0,0,0,0,2074.31314204251,Ciudad Real,1,12
25088,4.88598418203426,4.80569122377391,0,0.34,0.56,0.1,0,0,1399.05694141141,Ciudad Real,1,28
19005,3.52009122738251,2.47315954430467,0,0,1,0,0,0,3712,Ciudad Real,1,0
19004,1.76843989615407,2.12115088005503,0,0.05,0.95,0,0,0,1775.45202733317,Ciudad Real,1,0
19007,4.24945119032055,1.70277863510805,0,0.22,0.74,0.04,0,0,2144,Ciudad Real,1,0
19006,4.19404199597588,1.82071575140377,0,0.13,0.57,0.3,0,0,3548.49018444971,Ciudad Real,1,0
23090,2.84781754170794,3.76274986450077,0.05,0.95,0,0,0,0,2355.29284189137,Ciudad Real,1,14
21064,2.38717238271716,3.31714349487654,0,0.72,0,0.28,0,0,777.023476530468,Ciudad Real,1,9
19037,4.3176950658835,6.83281069517908,0.04,0.38,0,0.58,0,0,3266,Ciudad Real,1,0
19036,7.6639105321388,6.63540165839923,0.08,0.03,0,0.89,0,0,1619.66066959751,Ciudad Real,1,5
19039,4.15124118185554,1.48960238304854,0,0.59,0,0.41,0,0,2142,Ciudad Real,1,0
19038,6.74612100376056,3.45990135857273,0.01,0.1,0,0.89,0,0,3148.79311599748,Ciudad Real,1,0
19033,2.08204455285054,2.84365328448705,0,0.35,0.18,0.47,0,0,2402,Ciudad Real,1,4
19034,0,4.80083510025658,0,0.47,0.53,0,0,0,2300.43428364101,Ciudad Real,1,0
16999,1.60544259995675,3.10881139152397,0,0.97,0.03,0,0,0,3522.40178553193,Ciudad Real,1,5
19041,3.5942581519693,2.79888052341842,0,0.38,0.03,0.59,0,0,2020,Ciudad Real,1,0
19040,6.15559903926774,3.64091070468099,0,0.97,0.03,0,0,0,2129.27827643103,Ciudad Real,1,0
19042,0,0.917966804211702,0,0.73,0,0.27,0,0,2030.42762582022,Ciudad Real,1,0
21893,4.77179327234822,4.16611087618376,0,0,0.59,0.41,0,0,2363,Ciudad Real,1,27
21894,0.675078444085508,3.87850711272256,0,0.31,0.69,0,0,0,2608.99700611254,Ciudad Real,1,7
19887,1.22061695282657,1.99760714902364,0,1,0,0,0,0,2299.84327504328,Ciudad Real,1,0
23959,2.10685295505251,3.16877061294719,0,0.72,0.02,0.26,0,0,3143.98120722535,Ciudad Real,1,0
21932,1.85033157281092,7.85043036684782,0,1,0,0,0,0,2262.28498334172,Ciudad Real,1,4
21931,0.423306950571442,3.80111641585827,0,0.69,0,0.31,0,0,2426,Ciudad Real,1,3
19903,1.1113317958332,4.28684469725238,0,0.74,0,0.26,0,0,2333.91214275247,Ciudad Real,1,2
19897,3.72640531644599,1.82595258221547,0,0.69,0.31,0,0,0,2486.72073823911,Ciudad Real,1,0
19896,4.04596810579168,1.57029199888553,0,0.68,0.32,0,0,0,2517.38878205818,Ciudad Real,1,0
19898,0.0228781585522885,1.73262817552013,0,0.78,0.22,0,0,0,2492.31450419414,Ciudad Real,1,0
19893,7.5221710379908,3.22519443011089,0,1,0,0,0,0,2338.77639402945,Ciudad Real,1,0
19892,6.27621244557796,2.15402843611922,0,1,0,0,0,0,2270.70151466865,Ciudad Real,1,0
19895,6.66955873347564,1.96590984889948,0,1,0,0,0,0,2520.95907249786,Ciudad Real,1,0
19894,8.00745927929564,1.3982982220616,0,1,0,0,0,0,2357.77399176159,Ciudad Real,1,0
19889,4.02681275008707,1.41607471529605,0,1,0,0,0,0,2769.3611167652,Ciudad Real,1,0
17871,2.10101628202444,3.36642045553791,0,0.67,0.33,0,0,0,2302,Ciudad Real,1,9
19888,6.58472476813441,2.88237386985504,0,1,0,0,0,0,2348.80376553375,Ciudad Real,1,0
17870,0.842763874094452,2.15292326973958,0,0.3,0.7,0,0,0,2058.36341068579,Ciudad Real,1,2
19891,4.02657216466025,1.59407053714937,0,0.78,0.22,0,0,0,2262.77639402948,Ciudad Real,1,0
19890,4.02720077169615,1.75243682701068,0,0.81,0.19,0,0,0,2716.53544078226,Ciudad Real,1,0
19904,2.0553245849145,7.52311180452761,0,0.78,0,0.22,0,0,2507.17655239834,Ciudad Real,1,12
15837,1.11003549031823,2.05841524028523,0,1,0,0,0,0,2130.11038546548,Ciudad Real,1,0
30041,0.590156107475512,2.00759487475803,0,0,1,0,0,0,3712,Ciudad Real,1,1
25965,0.100542141383684,5.95279606386568,0,0.01,0.97,0,0,0.02,2047,Ciudad Real,1,1
25964,1.1005056141189,2.92678208735862,0.05,0.92,0.03,0,0,0,3612.71963747517,Ciudad Real,1,7
30042,4.7271668842002,3.72695844889891,0,0,1,0,0,0,3681.44657437825,Ciudad Real,1,17
25961,1.67274989593246,6.5981637042394,0.09,0.25,0.66,0,0,0,3148,Ciudad Real,1,25
25963,2.08430913302267,2.07424330726606,0.03,0.2,0.37,0.4,0,0,3795,Ciudad Real,1,6
25962,2.06890561676815,2.58588971371662,0,0.19,0.48,0.33,0,0,3215.46886761407,Ciudad Real,1,18
28008,0.897119973962859,5.09691768707019,0,0.79,0.21,0,0,0,2449.57077729953,Ciudad Real,1,9
28007,2.39031703072776,3.38219538046708,0,0.77,0.18,0.05,0,0,2434.41917949362,Ciudad Real,1,18
28006,0,1.49423966407776,0,0.89,0.1,0.01,0,0,2259.91319062494,Ciudad Real,1,0
19597,3.20918517544968,2.08351094410876,0,1,0,0,0,0,2268,Ciudad Real,1,0
19596,4.0268992429539,1.67476967671606,0,1,0,0,0,0,1684.88523620553,Ciudad Real,1,2
23925,1.14727116399147,3.16139925363544,0.21,0.23,0.05,0.51,0,0,1210.45334625351,Ciudad Real,1,30
19598,0.0667498970449671,4.97208805816229,0,1,0,0,0,0,2325.77014060263,Ciudad Real,1,0
23924,0.0638822491922309,2.33261733697011,0.01,0.04,0.11,0.84,0,0,1978.66920386482,Ciudad Real,1,3
19593,4.04656546215194,1.54797122971178,0,0.21,0.79,0,0,0,2097,Ciudad Real,1,0
19592,4.92644491427619,2.89220425215127,0,0.14,0.83,0.03,0,0,2988.2426680102,Ciudad Real,1,2
19595,4.02740699851688,1.8685510727502,0,1,0,0,0,0,1617,Ciudad Real,1,2
19594,4.04215946903415,2.37553922896756,0,0.99,0.01,0,0,0,2046.94629066072,Ciudad Real,1,0
19589,4.19164109302097,3.8434598120197,0.11,0.53,0.16,0,0.2,0,2739,Ciudad Real,1,0
19591,4.37133335692896,3.33318266063965,0.15,0.4,0.45,0,0,0,3092,Ciudad Real,1,0
19590,8.11013115236532,3.81372172164755,0.2,0,0.8,0,0,0,2775.81044820963,Ciudad Real,1,1
21643,0.748508780835649,3.55482580378264,0.04,0.96,0,0,0,0,1325.24421335481,Ciudad Real,1,0
21642,1.86540441657801,4.45140543769517,0,1,0,0,0,0,2386.99900777931,Ciudad Real,1,1
19613,26.4731889600722,6.09484572166223,0.23,0.49,0.05,0.23,0,0,2786,Ciudad Real,1,13
19612,4.63204706107778,1.53689544947646,0,0.75,0.25,0,0,0,1972.68358925203,Ciudad Real,1,0
19615,2.16005941016437,3.07336711654605,0.98,0.02,0,0,0,0,4904,Ciudad Real,1,0
19614,6.68609191901602,1.50296227327401,0.26,0.68,0,0.06,0,0,3006.85850846829,Ciudad Real,1,0
19609,4.04628969476519,1.17105615458169,0,0.23,0.77,0,0,0,2606,Ciudad Real,1,0
19608,4.02312141241351,1.24303414309986,0,0.44,0.56,0,0,0,2516.42774096626,Ciudad Real,1,0
19611,4.04811314874966,1.53556969320317,0,1,0,0,0,0,1878,Ciudad Real,1,0
19610,6.52782477253124,3.6716573516532,0,1,0,0,0,0,2530.08616551736,Ciudad Real,1,0
19607,0.322344218473513,1.09970592315908,0,0.59,0.41,0,0,0,2506,Ciudad Real,1,0
17580,2.31873368682096,2.89321888637921,0,0.34,0.66,0,0,0,2202.46010691586,Ciudad Real,1,4
33816,2.00536874649518,3.57027619925752,0,0.19,0.53,0.28,0,0,3632.97498983252,Ciudad Real,1,9
15547,0.463221572529795,2.23408605254364,0,1,0,0,0,0,2100,Ciudad Real,1,0
15546,0.68714428725556,3.90498442305963,0,0.68,0.28,0.04,0,0,2259.43859180001,Ciudad Real,1,0
13518,0.0977840376108035,6.00580048168014,0,0.84,0.06,0.1,0,0,1300.19160423852,Ciudad Real,1,0
11489,2.15589905082987,4.37895957107581,0,0.93,0.03,0.04,0,0,1585,Ciudad Real,1,17
9460,1.86726632165031,5.21654883000494,0,0.7,0.01,0.29,0,0,2035.8029874011,Ciudad Real,1,53
9459,0.189903327328514,5.96693989261124,0,0.73,0.27,0,0,0,2033.36689459315,Ciudad Real,1,18
29752,1.03607230947776,3.64083986084611,0.02,0.08,0.9,0,0,0,3007.77502464049,Ciudad Real,1,2
29751,3.44789170534823,4.2382605267073,0,0,0.73,0.27,0,0,3050.82690852074,Ciudad Real,1,61
25669,1.34218343276672,11.842716565163,0,0.28,0.17,0.5,0,0.05,3452.83938448237,Ciudad Real,1,24
25671,0.397018165417969,7.33299293623078,0.01,0,0.9,0.09,0,0,4017.55166750325,Ciudad Real,1,8
25670,3.78359625188019,5.09488223605714,0.2,0.12,0.48,0.2,0,0,3511.72741904855,Ciudad Real,1,35
27717,0.115507150125382,1.5991794129959,0,0.25,0.58,0.17,0,0,2369,Ciudad Real,1,1
27716,2.4036910280727,3.01329795999672,0,0.3,0.36,0.34,0,0,2173.73269046514,Ciudad Real,1,11
27715,0.99585413333083,2.82890037587549,0,0.03,0.97,0,0,0,2151,Ciudad Real,1,8
23635,0,1.52031363933175,0.02,0.93,0,0.05,0,0,1460,Ciudad Real,1,5
23634,2.21535213849271,5.76489845681719,0.07,0.7,0.17,0.06,0,0,2096.85677348614,Ciudad Real,1,36
21603,2.97836377177964,3.82987565411716,0,0.31,0.57,0.12,0,0,2428.0204836535,Ciudad Real,1,19
